"indexed.date-time",DOI,title,URL,author,"container-title",publisher,"short-container-title","created.date-time"
"[""2020-03-20T16:41:43.000Z"",""2020-03-20T16:41:43.000Z""]","10.1016/j.jhin.2020.03.020","[""Rapid response to COVID-19 outbreak in Northern Italy: how to convert a classic infectious disease ward into a COVID-19 response centre""]","http://dx.doi.org/10.1016/j.jhin.2020.03.020","[{""given"":""E."",""sequence"":""first"",""affiliation"":[],""family"":""Asperges""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Novati""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Muzzi""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Biscarini""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Sciarra""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Lupi""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Sambo""},{""given"":""I."",""sequence"":""additional"",""affiliation"":[],""family"":""Gallazzi""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Peverini""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lago""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Mojoli""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Perlini""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Bruno""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Bruno""},{""given"":""M.U."",""sequence"":""additional"",""affiliation"":[],""family"":""Mondelli""},{""given"":""E."",""sequence"":""additional"",""affiliation"":[],""family"":""Brunetti""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Di Matteo""},{""given"":""E."",""sequence"":""additional"",""affiliation"":[],""family"":""Seminari""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Maiocchi""},{""given"":""V."",""sequence"":""additional"",""affiliation"":[],""family"":""Zuccaro""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Pagnucco""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Mariani""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Ludovisi""},{""given"":""R.L.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Parisi""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Sacchi""},{""given"":""S.F.A."",""sequence"":""additional"",""affiliation"":[],""family"":""Patruno""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Michelone""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Gulminetti""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Zanaboni""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Novati""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Maserati""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Orsolini""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Vecchia""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Sciarra""},{""given"":""E."",""sequence"":""additional"",""affiliation"":[],""family"":""Asperges""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Colaneri""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Di Filippo""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Sambo""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Biscarini""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Lupi""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Roda""},{""given"":""T.C."",""sequence"":""additional"",""affiliation"":[],""family"":""Pieri""},{""given"":""I."",""sequence"":""additional"",""affiliation"":[],""family"":""Gallazzi""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Sachs""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Valsecchi""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Perlini""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Alfano""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Bonzano""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Briganti""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Crescenzi""},{""given"":""A.G."",""sequence"":""additional"",""affiliation"":[],""family"":""Falchi""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Guarnone""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Guglielmana""},{""given"":""E."",""sequence"":""additional"",""affiliation"":[],""family"":""Maggi""},{""given"":""I."",""sequence"":""additional"",""affiliation"":[],""family"":""Martino""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Pettenazza""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Pioli di Marco""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Quaglia""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Sabena""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Salinaro""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Speciale""},{""given"":""I."",""sequence"":""additional"",""affiliation"":[],""family"":""Zunino""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""De Lorenzo""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Secco""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Dimitry""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Cappa""},{""given"":""I."",""sequence"":""additional"",""affiliation"":[],""family"":""Maisak""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Chiodi""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Sciarrini""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Barcella""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Resta""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Moroni""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Vezzoni""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Scattaglia""},{""given"":""E."",""sequence"":""additional"",""affiliation"":[],""family"":""Boscolo""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Zattera""},{""given"":""T.M."",""sequence"":""additional"",""affiliation"":[],""family"":""Fidel""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Vincenzo""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Vignaroli""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Bazzini""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Iotti""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Mojoli""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Belliato""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Perotti""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Mongodi""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Tavazzi""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Marseglia""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Licari""},{""given"":""I."",""sequence"":""additional"",""affiliation"":[],""family"":""Brambilla""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Daniela""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Antonella""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Patrizia""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Giulia""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Giuditta""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Marta""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Rossana""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Milena""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Bianca""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Roberta""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Enza""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Stefania""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Maurizio""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Elena""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Antonio""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Francesca""},{""given"":""S."",""sequence"":""additional"",""affiliation"":[],""family"":""Antonella""},{""given"":""Z."",""sequence"":""additional"",""affiliation"":[],""family"":""Maurizio""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Guy""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Laura""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Ermanna""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Giuliana""},{""given"":""D."",""sequence"":""additional"",""affiliation"":[],""family"":""Luca""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Gabriella""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Gabriella""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Alessia""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Viviana""},{""given"":""L."",""sequence"":""additional"",""affiliation"":[],""family"":""Claudia""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Valentina""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Simona""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Marta""},{""given"":""B."",""sequence"":""additional"",""affiliation"":[],""family"":""Alice""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Giacomo""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Irene""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Corcione""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""di Martino""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""di Napoli""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Alessandro""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Guglielmo""},{""given"":""F."",""sequence"":""additional"",""affiliation"":[],""family"":""Loretta""},{""given"":""G."",""sequence"":""additional"",""affiliation"":[],""family"":""Federica""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Alessandra""},{""given"":""N."",""sequence"":""additional"",""affiliation"":[],""family"":""Federica""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Giacomo""},{""given"":""R."",""sequence"":""additional"",""affiliation"":[],""family"":""Beatrice""},{""given"":""S.I."",""sequence"":""additional"",""affiliation"":[],""family"":""Maria""},{""given"":""T."",""sequence"":""additional"",""affiliation"":[],""family"":""Monica""},{""given"":""V.N."",""sequence"":""additional"",""affiliation"":[],""family"":""Edoardo""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Calvi""},{""given"":""M."",""sequence"":""additional"",""affiliation"":[],""family"":""Tizzoni""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Nicora""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Triarico""},{""given"":""V."",""sequence"":""additional"",""affiliation"":[],""family"":""Petronella""},{""given"":""C."",""sequence"":""additional"",""affiliation"":[],""family"":""Marena""},{""given"":""A."",""sequence"":""additional"",""affiliation"":[],""family"":""Muzzi""},{""given"":""P."",""sequence"":""additional"",""affiliation"":[],""family"":""Lago""}]","[""Journal of Hospital Infection""]","Elsevier BV","[""Journal of Hospital Infection""]","2020-03-20T16:19:34.000Z"
"[""2020-03-20T16:41:44.000Z"",""2020-03-20T16:41:44.000Z""]","10.35563/rmp.v9i1.304","[""NUEVO CORONAVIRUS EVIDENCIAS PARA SU CONTROL EN GESTANTES Y NIÑOS""]","http://dx.doi.org/10.35563/rmp.v9i1.304","[{""given"":""GUALBERTO"",""sequence"":""first"",""affiliation"":[],""family"":""SEGOVIA-MEZA""},{""given"":""IGOR"",""sequence"":""additional"",""affiliation"":[],""family"":""SEGOVIA-TROCONES""}]","[""Revista Médica Panacea""]","Universidad Nacional San Luis Gonzaga de Ica","[""RMP""]","2020-03-20T16:01:55.000Z"
"[""2020-03-20T16:41:44.000Z"",""2020-03-20T16:41:44.000Z""]","10.12688/wellcomeopenres.channels.233","[""Coronavirus""]","http://dx.doi.org/10.12688/wellcomeopenres.channels.233",,"[""Wellcome Open Research Channels""]","F1000 Research Ltd",,"2020-03-20T16:05:06.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1056/nejmc2001272","[""Importation and Human-to-Human Transmission of a Novel Coronavirus in Vietnam""]","http://dx.doi.org/10.1056/nejmc2001272","[{""given"":""Lan T."",""sequence"":""first"",""affiliation"":[],""family"":""Phan""},{""given"":""Thuong V."",""sequence"":""additional"",""affiliation"":[],""family"":""Nguyen""},{""given"":""Quang C."",""sequence"":""additional"",""affiliation"":[],""family"":""Luong""},{""given"":""Thinh V."",""sequence"":""additional"",""affiliation"":[],""family"":""Nguyen""},{""given"":""Hieu T."",""sequence"":""additional"",""affiliation"":[],""family"":""Nguyen""},{""given"":""Hung Q."",""sequence"":""additional"",""affiliation"":[],""family"":""Le""},{""given"":""Thuc T."",""sequence"":""additional"",""affiliation"":[],""family"":""Nguyen""},{""given"":""Thang M."",""sequence"":""additional"",""affiliation"":[],""family"":""Cao""},{""given"":""Quang D."",""sequence"":""additional"",""ORCID"":""http://orcid.org/0000-0003-2205-0327"",""authenticated-orcid"":false,""affiliation"":[],""family"":""Pham""}]","[""New England Journal of Medicine""]","Massachusetts Medical Society","[""N Engl J Med""]","2020-01-28T22:30:21.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.2807/1560-7917.es.2020.25.3.2000044","[""Real-time tentative assessment of the epidemiological characteristics of novel coronavirus infections in Wuhan, China, as at 22 January 2020""]","http://dx.doi.org/10.2807/1560-7917.es.2020.25.3.2000044","[{""given"":""Peng"",""sequence"":""first"",""affiliation"":[{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Wu""},{""given"":""Xinxin"",""sequence"":""additional"",""affiliation"":[{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Hao""},{""given"":""Eric H Y"",""sequence"":""additional"",""affiliation"":[{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Lau""},{""given"":""Jessica Y"",""sequence"":""additional"",""affiliation"":[{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Wong""},{""given"":""Kathy S M"",""sequence"":""additional"",""affiliation"":[{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Leung""},{""given"":""Joseph T"",""sequence"":""additional"",""affiliation"":[{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Wu""},{""given"":""Benjamin J"",""sequence"":""additional"",""affiliation"":[{""name"":""These authors are joint senior authors with equal contribution""},{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Cowling""},{""given"":""Gabriel M"",""sequence"":""additional"",""affiliation"":[{""name"":""These authors are joint senior authors with equal contribution""},{""name"":""World Health Organization (WHO) Collaborating Centre for Infectious Disease Epidemiology and Control, School of Public Health, Li Ka Shing Faculty of Medicine, The University of Hong Kong, Hong Kong Special Administrative Region, China""}],""family"":""Leung""}]","[""Eurosurveillance""]","European Centre for Disease Control and Prevention (ECDC)",,"2020-01-23T19:55:13.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/j.ijantimicag.2020.105948","[""A review of the 2019 Novel Coronavirus (COVID-19) based on current evidence""]","http://dx.doi.org/10.1016/j.ijantimicag.2020.105948","[{""given"":""Li-sheng"",""sequence"":""first"",""affiliation"":[],""family"":""Wang""},{""given"":""Yi-ru"",""sequence"":""additional"",""affiliation"":[],""family"":""Wang""},{""given"":""Da-wei"",""sequence"":""additional"",""affiliation"":[],""family"":""Ye""},{""given"":""Qing-quan"",""sequence"":""additional"",""affiliation"":[],""family"":""Liu""}]","[""International Journal of Antimicrobial Agents""]","Elsevier BV","[""International Journal of Antimicrobial Agents""]","2020-03-19T07:18:56.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1038/s41579-020-0332-0","[""Outbreak of a novel coronavirus""]","http://dx.doi.org/10.1038/s41579-020-0332-0","[{""given"":""Andrea"",""sequence"":""first"",""affiliation"":[],""family"":""Du Toit""}]","[""Nature Reviews Microbiology""]","Springer Science and Business Media LLC","[""Nat Rev Microbiol""]","2020-01-27T10:04:33.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/j.tmaid.2020.101574","[""Maps, masks and media – Traveller and practitioner resources for 2019 novel coronavirus (2019-nCoV) acute respiratory virus""]","http://dx.doi.org/10.1016/j.tmaid.2020.101574","[{""given"":""Jane"",""sequence"":""first"",""affiliation"":[],""family"":""Chiodini""}]","[""Travel Medicine and Infectious Disease""]","Elsevier BV","[""Travel Medicine and Infectious Disease""]","2020-02-07T17:03:35.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1542/peds.2020-0702","[""Epidemiological Characteristics of 2143 Pediatric Patients With 2019 Coronavirus Disease in China""]","http://dx.doi.org/10.1542/peds.2020-0702","[{""given"":""Yuanyuan"",""sequence"":""first"",""affiliation"":[],""family"":""Dong""},{""given"":""Xi"",""sequence"":""additional"",""affiliation"":[],""family"":""Mo""},{""given"":""Yabin"",""sequence"":""additional"",""affiliation"":[],""family"":""Hu""},{""given"":""Xin"",""sequence"":""additional"",""affiliation"":[],""family"":""Qi""},{""given"":""Fang"",""sequence"":""additional"",""affiliation"":[],""family"":""Jiang""},{""given"":""Zhongyi"",""sequence"":""additional"",""affiliation"":[],""family"":""Jiang""},{""given"":""Shilu"",""sequence"":""additional"",""affiliation"":[],""family"":""Tong""}]","[""Pediatrics""]","American Academy of Pediatrics (AAP)","[""Pediatrics""]","2020-03-16T22:25:15.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.2807/1560-7917.es.2020.25.8.2000170","[""Differential diagnosis of illness in patients under investigation for the novel coronavirus (SARS-CoV-2), Italy, February 2020""]","http://dx.doi.org/10.2807/1560-7917.es.2020.25.8.2000170","[{""given"":""Licia"",""sequence"":""first"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Bordi""},{""given"":""Emanuele"",""sequence"":""additional"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Nicastri""},{""given"":""Laura"",""sequence"":""additional"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Scorzolini""},{""given"":""Antonino"",""sequence"":""additional"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Di Caro""},{""given"":""Maria Rosaria"",""sequence"":""additional"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Capobianchi""},{""given"":""Concetta"",""sequence"":""additional"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Castilletti""},{""given"":""Eleonora"",""sequence"":""additional"",""affiliation"":[{""name"":""National Institute for Infectious Diseases ‘Lazzaro Spallanzani’ IRCCS, Rome, Italy""}],""family"":""Lalle""},{""sequence"":""additional"",""affiliation"":[],""name"":""on behalf of INMI COVID-19 study group and Collaborating Centers2""}]","[""Eurosurveillance""]","European Centre for Disease Control and Prevention (ECDC)",,"2020-02-27T15:55:18.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/j.ijantimicag.2020.105923","[""Chloroquine for the 2019 novel coronavirus SARS-CoV-2""]","http://dx.doi.org/10.1016/j.ijantimicag.2020.105923","[{""given"":""Philippe"",""sequence"":""first"",""affiliation"":[],""family"":""Colson""},{""given"":""Jean-Marc"",""sequence"":""additional"",""affiliation"":[],""family"":""Rolain""},{""given"":""Didier"",""sequence"":""additional"",""affiliation"":[],""family"":""Raoult""}]","[""International Journal of Antimicrobial Agents""]","Elsevier BV","[""International Journal of Antimicrobial Agents""]","2020-02-15T15:59:58.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/s0140-6736(20)30520-1","[""Mass masking in the COVID-19 epidemic: people need guidance""]","http://dx.doi.org/10.1016/s0140-6736(20)30520-1","[{""given"":""Chi Chiu"",""sequence"":""first"",""affiliation"":[],""family"":""Leung""},{""given"":""Tai Hing"",""sequence"":""additional"",""affiliation"":[],""family"":""Lam""},{""given"":""Kar Keung"",""sequence"":""additional"",""affiliation"":[],""family"":""Cheng""}]","[""The Lancet""]","Elsevier BV","[""The Lancet""]","2020-03-03T11:59:28.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/j.ijantimicag.2020.105932","[""Chloroquine and hydroxychloroquine as available weapons to fight COVID-19""]","http://dx.doi.org/10.1016/j.ijantimicag.2020.105932","[{""given"":""Philippe"",""sequence"":""first"",""affiliation"":[],""family"":""Colson""},{""given"":""Jean-Marc"",""sequence"":""additional"",""affiliation"":[],""family"":""Rolain""},{""given"":""Jean-Christophe"",""sequence"":""additional"",""affiliation"":[],""family"":""Lagier""},{""given"":""Philippe"",""sequence"":""additional"",""affiliation"":[],""family"":""Brouqui""},{""given"":""Didier"",""sequence"":""additional"",""affiliation"":[],""family"":""Raoult""}]","[""International Journal of Antimicrobial Agents""]","Elsevier BV","[""International Journal of Antimicrobial Agents""]","2020-03-04T16:48:23.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/s2215-0366(20)30078-x","[""Mental health care for medical staff in China during the COVID-19 outbreak""]","http://dx.doi.org/10.1016/s2215-0366(20)30078-x","[{""given"":""Qiongni"",""sequence"":""first"",""affiliation"":[],""family"":""Chen""},{""given"":""Mining"",""sequence"":""additional"",""affiliation"":[],""family"":""Liang""},{""given"":""Yamin"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Jincai"",""sequence"":""additional"",""affiliation"":[],""family"":""Guo""},{""given"":""Dongxue"",""sequence"":""additional"",""affiliation"":[],""family"":""Fei""},{""given"":""Ling"",""sequence"":""additional"",""affiliation"":[],""family"":""Wang""},{""given"":""Li"",""sequence"":""additional"",""affiliation"":[],""family"":""He""},{""given"":""Caihua"",""sequence"":""additional"",""affiliation"":[],""family"":""Sheng""},{""given"":""Yiwen"",""sequence"":""additional"",""affiliation"":[],""family"":""Cai""},{""given"":""Xiaojuan"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Jianjian"",""sequence"":""additional"",""affiliation"":[],""family"":""Wang""},{""given"":""Zhanzhou"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""}]","[""The Lancet Psychiatry""]","Elsevier BV","[""The Lancet Psychiatry""]","2020-02-19T02:34:59.000Z"
"[""2020-03-20T16:43:36.000Z"",""2020-03-20T16:43:36.000Z""]","10.1016/s2215-0366(20)30079-1","[""Mental health services for older adults in China during the COVID-19 outbreak""]","http://dx.doi.org/10.1016/s2215-0366(20)30079-1","[{""given"":""Yuan"",""sequence"":""first"",""affiliation"":[],""family"":""Yang""},{""given"":""Wen"",""sequence"":""additional"",""affiliation"":[],""family"":""Li""},{""given"":""Qinge"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Ling"",""sequence"":""additional"",""affiliation"":[],""family"":""Zhang""},{""given"":""Teris"",""sequence"":""additional"",""affiliation"":[],""family"":""Cheung""},{""given"":""Yu-Tao"",""sequence"":""additional"",""affiliation"":[],""family"":""Xiang""}]","[""The Lancet Psychiatry""]","Elsevier BV","[""The Lancet Psychiatry""]","2020-02-19T02:35:05.000Z"
